FROMNODENO,TONODENO,ID,FLAG,TJL,FS,TRAFFIC
2757,1338,19552.0,0,5,42.75,"B,C,W"
2756,716,5800.0,0,5,38.6,"B,C,W"
1082,2188,5726.0,0,4,45.9,"B,C,W"
2725,2726,19532.0,0,4,46.7,"B,C,W"
120,1919,5602.0,0,5,38.3,"B,C,W"
120,2383,5600.0,0,5,44.8,"B,C,W"
119,2697,5572.0,0,5,38.7,"B,C,W"
119,2516,5570.0,0,5,44.0,"B,C,W"
927,1803,5528.0,0,3,64.1,"B,C,W"
2454,1504,5506.0,0,3,56.2,"B,C,W"
285,1446,5292.0,1,1,81.3,"B,C,W"
1505,2515,4980.0,0,3,58.6,"B,C,W"
1110,1506,4950.0,0,5,40.2,"B,C,W"
1110,2454,4948.0,0,5,32.5,"B,C,W"
1613,2530,4862.0,0,5,38.7,"B,C,W"
1613,2529,4860.0,0,5,44.7,"B,C,W"
2522,2148,19470.0,0,5,44.4,"B,C,W"
2520,2521,19468.0,0,5,36.0,"B,C,W"
926,2519,4844.0,0,4,54.0,"B,C,W"
2514,2515,4824.0,0,5,37.1,"B,C,W"
2514,1763,4822.0,0,5,35.1,"B,C,W"
165,2504,4780.0,0,5,34.25,"B,C,W"
1612,2384,4688.0,0,5,43.6,"B,C,W"
1612,2479,4686.0,0,4,50.6,"B,C,W"
2453,2454,4606.0,0,5,44.0,"B,C,W"
2435,2436,19438.0,0,5,34.9,"B,C,W"
1285,1336,4546.0,0,4,45.6,"B,C,W"
1285,1219,4544.0,0,5,38.2,"B,C,W"
2416,2419,19432.0,0,5,30.35,"B,C,W"
2418,1695,19430.0,0,5,34.15,"B,C,W"
2416,2417,4504.0,0,5,39.85,"B,C,W"
2119,2402,19426.0,0,5,44.9,"B,C,W"
2401,1695,19424.0,0,5,33.4,"B,C,W"
2304,1207,19406.0,0,5,30.0,"B,C,W"
252,2298,19404.0,0,4,46.9,"B,C,W"
2264,1479,4034.0,0,5,37.3,"B,C,W"
2223,2224,19382.0,0,5,31.45,"B,C,W"
1063,2208,14310.0,0,4,48.3,"B,C,W"
1063,2207,19380.0,0,5,43.35,"B,C,W"
2196,654,3850.0,1,1,92.0,"B,C,W"
2188,2190,3838.0,0,5,34.6,"B,C,W"
2188,2189,31872.0,0,4,45.4,"B,C,W"
2172,2173,31870.0,0,4,48.5,"B,C,W"
1763,164,3770.0,0,3,59.4,"B,C,W"
2148,2149,19368.0,0,5,44.8,"B,C,W"
2146,937,3702.0,0,5,33.45,"B,C,W"
2146,1601,3700.0,0,5,37.85,"B,C,W"
2146,923,3698.0,0,5,38.5,"B,C,W"
1337,2140,19366.0,0,5,44.7,"B,C,W"
1337,1062,3680.0,0,5,38.2,"B,C,W"
2118,2119,3640.0,0,5,44.4,"B,C,W"
2111,1338,3614.0,0,4,45.4,"B,C,W"
1062,2025,19352.0,0,5,38.0,"B,C,W"
1062,1356,3428.0,0,5,33.5,"B,C,W"
1952,1953,3256.0,0,5,38.9,"B,C,W"
1918,1920,19324.0,0,5,36.45,"B,C,W"
1918,118,3180.0,0,5,39.15,"B,C,W"
1918,1919,3178.0,0,5,38.25,"B,C,W"
1845,1271,3016.0,0,2,69.1,"B,C,W"
1611,1835,3000.0,0,5,43.5,"B,C,W"
1803,1190,2930.0,0,3,64.1,"B,C,W"
1803,1219,2928.0,0,5,43.05,"B,C,W"
1018,903,2888.0,0,5,32.8,"B,C,W"
1018,916,2886.0,0,5,30.4,"B,C,W"
924,1763,2812.0,0,3,58.0,"B,C,W"
55,1701,2666.0,0,4,53.9,"B,C,W"
1693,1696,2654.0,0,5,31.8,"B,C,W"
1693,1695,2652.0,0,5,38.0,"B,C,W"
1693,1694,2650.0,0,5,36.0,"B,C,W"
1665,251,2574.0,0,5,42.5,"B,C,W"
1614,1615,2462.0,0,4,46.2,"B,C,W"
1600,1601,19264.0,0,5,40.9,"B,C,W"
1598,923,2430.0,0,5,39.5,"B,C,W"
1598,1599,2428.0,0,5,44.6,"B,C,W"
1561,1562,19246.0,0,5,30.6,"B,C,W"
166,1506,2256.0,0,3,61.3,"B,C,W"
1504,1505,2254.0,0,3,64.2,"B,C,W"
716,1356,1974.0,0,5,41.7,"B,C,W"
1350,903,19206.0,0,4,48.8,"B,C,W"
1336,1338,1928.0,0,4,45.8,"B,C,W"
1336,1337,1926.0,0,5,43.9,"B,C,W"
1319,1063,1892.0,0,5,41.6,"B,C,W"
1319,785,1890.0,0,5,41.1,"B,C,W"
1313,1314,19202.0,0,4,52.05,"B,C,W"
1190,1285,1838.0,0,4,46.1,"B,C,W"
1280,1281,1830.0,1,1,81.2,"B,C,W"
1219,1220,1724.0,0,5,41.0,"B,C,W"
1206,1207,1702.0,0,5,30.0,"B,C,W"
1142,1190,1678.0,0,5,40.8,"B,C,W"
1188,1189,1672.0,1,1,92.5,"B,C,W"
1143,1144,1600.0,0,5,38.9,"B,C,W"
759,1142,1598.0,0,5,38.3,"B,C,W"
1111,1112,19180.0,0,4,53.3,"B,C,W"
1109,1110,1532.0,0,5,30.0,"B,C,W"
1107,1108,1530.0,0,4,45.6,"B,C,W"
937,1082,1476.0,0,5,34.0,"B,C,W"
786,1063,1446.0,0,4,45.1,"B,C,W"
786,1062,1444.0,0,4,46.6,"B,C,W"
917,1019,1380.0,0,5,34.05,"B,C,W"
917,1018,1378.0,0,5,30.0,"B,C,W"
936,252,1250.0,0,5,36.9,"B,C,W"
936,937,1248.0,0,5,30.0,"B,C,W"
653,927,1234.0,0,2,69.9,"B,C,W"
923,924,1230.0,0,5,41.4,"B,C,W"
923,165,1228.0,0,5,39.95,"B,C,W"
916,917,1218.0,0,5,34.1,"B,C,W"
916,251,1216.0,0,5,37.5,"B,C,W"
903,904,19162.0,0,4,48.5,"B,C,W"
834,835,19150.0,0,5,39.15,"B,C,W"
785,786,1042.0,0,4,48.0,"B,C,W"
758,759,1002.0,0,5,38.95,"B,C,W"
715,716,19144.0,0,5,31.2,"B,C,W"
713,714,19142.0,0,5,30.0,"B,C,W"
652,653,846.0,0,2,65.6,"B,C,W"
56,450,26198.0,0,5,42.1,"B,C,W"
286,287,25910.0,1,1,81.8,"B,C,W"
284,285,366.0,1,1,77.7,"B,C,W"
251,252,324.0,0,5,37.4,"B,C,W"
164,166,210.0,0,3,60.4,"B,C,W"
164,165,208.0,0,5,42.4,"B,C,W"
118,120,150.0,0,5,40.9,"B,C,W"
118,119,148.0,0,5,32.1,"B,C,W"
54,55,64.0,0,4,51.45,"B,C,W"
1944,7670,34449.0,0,2,83.7,"B,C,W"
2763,3932,32041.0,0,5,37.95,"B,C,W"
7498,3003,31971.0,0,3,55.5,"B,C,W"
3002,1696,31969.0,0,5,31.8,"B,C,W"
1696,3003,31967.0,0,5,36.0,"B,C,W"
4298,7275,131.0,0,5,36.7,"B,C,W"
4875,7272,31417.0,0,5,42.4,"B,C,W"
10126,2208,31415.0,0,4,54.0,"B,C,W"
4334,9820,31243.0,0,4,46.1,"B,C,W"
286,284,30299.0,1,1,81.8,"B,C,W"
286,7039,30297.0,0,4,46.7,"B,C,W"
1864,1445,30295.0,0,4,48.6,"B,C,W"
9849,2849,30293.0,0,5,43.5,"B,C,W"
9820,9819,30117.0,0,4,46.1,"B,C,W"
4300,2530,30141.0,0,5,44.7,"B,C,W"
2790,7274,30139.0,0,5,41.5,"B,C,W"
9818,9817,30073.0,0,5,35.7,"B,C,W"
9817,9816,30071.0,0,5,35.7,"B,C,W"
9816,7257,20963.0,0,5,38.6,"B,C,W"
7255,9815,20975.0,0,4,54.5,"B,C,W"
8296,1314,30057.0,0,4,52.6,"B,C,W"
1313,5114,30055.0,0,5,42.6,"B,C,W"
9813,1281,30053.0,1,1,82.8,"B,C,W"
6014,9813,30051.0,1,1,82.8,"B,C,W"
9774,9773,29883.0,0,5,35.0,"B,C,W"
9773,9772,29881.0,0,5,35.0,"B,C,W"
9772,9337,29879.0,0,5,35.0,"B,C,W"
9713,3611,29661.0,0,5,40.8,"B,C,W"
1109,1107,28773.0,0,5,32.9,"B,C,W"
2453,1108,28771.0,0,5,41.0,"B,C,W"
9432,1109,28769.0,0,5,30.0,"B,C,W"
1109,2453,28767.0,0,5,31.3,"B,C,W"
3802,8231,28475.0,0,4,50.4,"B,C,W"
3802,9338,28473.0,0,5,35.0,"B,C,W"
9338,9337,28471.0,0,5,35.0,"B,C,W"
9337,8231,28469.0,0,5,35.0,"B,C,W"
5957,9197,28099.0,0,4,45.9,"B,C,W"
9196,9197,28097.0,0,5,35.0,"B,C,W"
3803,9196,28095.0,0,4,51.2,"B,C,W"
3803,3801,28093.0,0,3,64.1,"B,C,W"
9197,9195,28091.0,0,5,42.0,"B,C,W"
3806,5957,28089.0,0,4,47.25,"B,C,W"
9196,3806,28087.0,0,5,39.3,"B,C,W"
4131,3823,28085.0,0,3,62.8,"B,C,W"
3823,7664,28083.0,3,4,50.1,"B,C,W"
9195,9193,28079.0,0,5,42.0,"B,C,W"
9191,9190,28071.0,0,5,37.3,"B,C,W"
9190,3809,28069.0,0,5,39.9,"B,C,W"
7684,8406,28065.0,0,5,41.5,"B,C,W"
7684,7760,28063.0,0,5,44.0,"B,C,W"
9180,9179,28039.0,0,5,41.4,"B,C,W"
9180,7758,28037.0,0,4,47.0,"B,C,W"
7759,9180,28035.0,0,5,44.85,"B,C,W"
7774,8229,28033.0,0,4,47.2,"B,C,W"
8229,9179,28031.0,0,5,38.7,"B,C,W"
9177,7758,28027.0,0,4,47.0,"B,C,W"
7764,7758,23895.0,0,5,32.1,"B,C,W"
3813,9169,28023.0,0,5,37.3,"B,C,W"
7660,9168,28019.0,0,5,37.0,"B,C,W"
9174,7660,28017.0,0,5,43.9,"B,C,W"
9169,9168,27993.0,0,5,35.8,"B,C,W"
8857,8231,27067.0,0,5,44.2,"B,C,W"
8780,8783,26777.0,0,4,45.3,"B,C,W"
7659,8784,26755.0,0,4,46.3,"B,C,W"
7661,8782,26753.0,0,5,43.3,"B,C,W"
8781,7671,26749.0,0,4,45.3,"B,C,W"
7671,8783,26747.0,0,4,45.3,"B,C,W"
8783,7774,26745.0,0,4,45.1,"B,C,W"
8706,3931,26317.0,0,4,47.8,"B,C,W"
759,8560,26315.0,0,5,35.4,"B,C,W"
1143,8705,26313.0,0,5,38.3,"B,C,W"
5115,8705,26311.0,0,4,48.3,"B,C,W"
8705,5112,26309.0,0,4,45.4,"B,C,W"
8653,8307,19209.0,0,4,54.6,"B,C,W"
3613,1865,26241.0,0,5,41.1,"B,C,W"
7057,8653,23561.0,0,4,53.1,"B,C,W"
5111,2189,25687.0,0,5,40.8,"B,C,W"
8560,5111,25685.0,0,5,41.6,"B,C,W"
2172,8560,25683.0,0,5,38.0,"B,C,W"
5110,1143,25681.0,0,5,35.4,"B,C,W"
1693,1506,25255.0,0,5,38.7,"B,C,W"
2401,2119,25021.0,0,5,38.3,"B,C,W"
8406,4136,24999.0,0,5,39.5,"B,C,W"
7762,4135,23293.0,0,5,37.6,"B,C,W"
8406,7683,23297.0,0,5,37.4,"B,C,W"
7462,7458,22045.0,0,5,39.7,"B,C,W"
7461,2224,22051.0,0,5,31.25,"B,C,W"
2223,7465,22057.0,0,4,54.2,"B,C,W"
7525,7532,22277.0,0,5,31.25,"B,C,W"
2976,2975,24367.0,0,4,48.7,"B,C,W"
834,2720,24323.0,0,5,40.95,"B,C,W"
834,1112,24321.0,0,4,49.15,"B,C,W"
1111,1107,24319.0,0,4,53.8,"B,C,W"
252,5733,24317.0,0,5,43.7,"B,C,W"
1082,2298,24315.0,0,4,46.1,"B,C,W"
1108,904,24313.0,0,4,46.1,"B,C,W"
1350,8307,24311.0,0,4,51.4,"B,C,W"
3800,8232,23915.0,0,4,45.0,"B,C,W"
8232,8231,23913.0,0,5,44.6,"B,C,W"
7665,7666,23911.0,0,5,43.8,"B,C,W"
3809,5837,23907.0,0,3,58.1,"B,C,W"
8229,7773,23897.0,0,4,52.5,"B,C,W"
8049,8050,18327.0,6,3,64.0,"B,C,W"
8050,3287,18325.0,10,3,62.4,"B,C,W"
2435,3236,23787.0,0,4,54.1,"B,C,W"
7038,7057,26069.0,0,4,53.4,"B,C,W"
7773,7762,23341.0,0,4,51.1,"B,C,W"
4133,7762,23339.0,0,4,54.4,"B,C,W"
3819,4133,23337.0,0,4,52.0,"B,C,W"
5838,7760,23335.0,0,5,37.9,"B,C,W"
7755,7764,23313.0,0,5,42.3,"B,C,W"
7764,7760,23311.0,0,5,38.6,"B,C,W"
7761,7759,23307.0,0,5,42.45,"B,C,W"
7762,7761,23305.0,0,5,34.9,"B,C,W"
7761,4136,23303.0,0,5,40.1,"B,C,W"
7760,7759,23299.0,0,5,36.1,"B,C,W"
7758,7757,23295.0,0,5,31.0,"B,C,W"
3814,3816,22897.0,0,4,49.1,"B,C,W"
3814,4129,22893.0,0,4,46.8,"B,C,W"
3822,4131,22891.0,0,4,51.3,"B,C,W"
7669,3821,22889.0,0,4,54.1,"B,C,W"
3816,7669,22887.0,0,4,48.4,"B,C,W"
3815,7672,22885.0,0,5,43.9,"B,C,W"
3817,3820,22883.0,0,4,54.6,"B,C,W"
7662,3818,22881.0,0,4,50.7,"B,C,W"
7672,7662,22879.0,0,4,47.4,"B,C,W"
7672,7659,22877.0,0,5,39.4,"B,C,W"
7671,3817,22875.0,0,4,47.3,"B,C,W"
7663,7671,22873.0,0,4,51.6,"B,C,W"
7661,7663,22871.0,0,4,54.6,"B,C,W"
7659,7661,22869.0,0,4,49.3,"B,C,W"
7670,4125,22867.0,0,2,88.4,"B,C,W"
7668,3815,22865.0,0,5,39.1,"B,C,W"
7668,7662,22863.0,0,5,43.0,"B,C,W"
7667,3818,22861.0,0,5,39.4,"B,C,W"
3821,7667,22859.0,0,5,42.2,"B,C,W"
7669,7668,22857.0,0,5,44.2,"B,C,W"
7666,7669,22855.0,0,5,41.4,"B,C,W"
7664,3821,22853.0,0,4,48.1,"B,C,W"
7667,7668,22851.0,0,5,39.6,"B,C,W"
3820,7667,22849.0,0,5,44.8,"B,C,W"
7666,3814,22847.0,0,4,48.0,"B,C,W"
7664,7665,22845.0,0,5,44.7,"B,C,W"
3822,7664,22843.0,0,4,48.2,"B,C,W"
3818,7663,22841.0,0,5,39.1,"B,C,W"
7662,7661,22839.0,0,4,47.5,"B,C,W"
7660,7659,22837.0,0,4,53.8,"B,C,W"
2726,7534,22341.0,0,5,38.0,"B,C,W"
7534,7523,22339.0,0,5,33.3,"B,C,W"
1701,7522,22331.0,0,5,42.7,"B,C,W"
2725,3403,22329.0,0,4,46.5,"B,C,W"
7519,2726,22327.0,0,4,50.8,"B,C,W"
7532,7519,22325.0,0,4,53.9,"B,C,W"
2825,7532,22323.0,0,4,52.7,"B,C,W"
5947,4521,22321.0,0,3,55.05,"B,C,W"
56,835,22313.0,0,5,40.3,"B,C,W"
7528,7529,22307.0,0,5,30.0,"B,C,W"
835,7528,22305.0,0,5,38.0,"B,C,W"
296,7527,22303.0,0,4,54.1,"B,C,W"
7516,7525,22297.0,0,5,30.0,"B,C,W"
7521,7525,22295.0,0,5,30.0,"B,C,W"
2725,7523,22291.0,0,5,30.0,"B,C,W"
7523,7512,22289.0,0,5,32.35,"B,C,W"
7520,7522,22287.0,0,4,45.8,"B,C,W"
7521,7520,22283.0,0,5,38.0,"B,C,W"
7516,7519,22281.0,0,5,39.0,"B,C,W"
7517,7516,22275.0,0,5,30.0,"B,C,W"
2417,7498,22265.0,0,3,55.0,"B,C,W"
7500,7499,22225.0,0,5,30.85,"B,C,W"
7499,7498,22223.0,0,5,33.4,"B,C,W"
5108,2189,22133.0,0,5,40.8,"B,C,W"
5106,4334,22129.0,0,5,44.3,"B,C,W"
1600,1598,22127.0,0,5,41.25,"B,C,W"
2936,1951,22125.0,0,5,44.2,"B,C,W"
716,2025,22123.0,0,5,34.0,"B,C,W"
2756,2140,22121.0,0,5,39.4,"B,C,W"
2757,2756,22119.0,0,5,44.6,"B,C,W"
2758,7266,22117.0,0,5,32.9,"B,C,W"
7266,2756,22115.0,0,5,34.35,"B,C,W"
715,1207,22113.0,0,5,31.8,"B,C,W"
2418,7460,22111.0,0,5,39.0,"B,C,W"
7460,2436,22109.0,0,4,50.8,"B,C,W"
7472,2402,22107.0,0,5,43.8,"B,C,W"
2418,2416,22105.0,0,5,35.0,"B,C,W"
2435,2419,22103.0,0,5,35.6,"B,C,W"
2435,714,22101.0,0,5,30.0,"B,C,W"
713,7469,22099.0,0,5,32.4,"B,C,W"
7469,7463,22097.0,0,5,30.55,"B,C,W"
7463,1207,22095.0,0,5,30.0,"B,C,W"
7472,2436,22093.0,0,5,41.0,"B,C,W"
2223,7472,22091.0,0,5,31.4,"B,C,W"
7466,2224,22089.0,0,5,33.95,"B,C,W"
7470,7466,22087.0,0,5,34.3,"B,C,W"
1206,7470,22085.0,0,5,34.45,"B,C,W"
2304,7471,22083.0,0,5,35.05,"B,C,W"
7471,7463,22081.0,0,5,33.5,"B,C,W"
2304,2303,22079.0,0,5,38.0,"B,C,W"
7462,7468,22077.0,0,5,32.25,"B,C,W"
7468,7470,22075.0,0,5,32.9,"B,C,W"
7459,2402,22073.0,0,3,63.4,"B,C,W"
7469,7458,22071.0,0,5,41.9,"B,C,W"
7465,7461,22069.0,0,4,53.8,"B,C,W"
7461,7467,22067.0,0,5,41.3,"B,C,W"
7467,7468,22065.0,0,5,39.3,"B,C,W"
7467,7466,22063.0,0,4,46.6,"B,C,W"
7457,7464,22061.0,0,4,50.7,"B,C,W"
7460,7459,22059.0,0,3,55.5,"B,C,W"
7465,7464,24963.0,0,4,48.9,"B,C,W"
7464,714,22055.0,0,4,52.9,"B,C,W"
7463,7462,22053.0,0,5,30.0,"B,C,W"
7457,7461,24965.0,0,5,30.0,"B,C,W"
2419,7460,22049.0,0,4,47.8,"B,C,W"
7459,2401,22047.0,0,3,58.5,"B,C,W"
7458,7457,24967.0,0,4,50.2,"B,C,W"
713,7457,22043.0,0,5,30.0,"B,C,W"
1142,7275,21109.0,0,4,50.6,"B,C,W"
1337,2207,21107.0,0,5,41.6,"B,C,W"
2208,5116,21105.0,0,4,48.8,"B,C,W"
7274,1920,21103.0,0,5,31.5,"B,C,W"
1920,7271,21101.0,0,4,45.0,"B,C,W"
7271,2896,21099.0,0,3,61.5,"B,C,W"
1319,2791,21097.0,0,5,44.65,"B,C,W"
4873,4874,21095.0,0,5,34.6,"B,C,W"
2522,2520,21089.0,0,5,39.6,"B,C,W"
118,2149,21087.0,0,5,40.6,"B,C,W"
119,2521,21085.0,0,5,35.45,"B,C,W"
2936,1600,21083.0,0,4,46.1,"B,C,W"
1562,7273,21081.0,0,4,45.4,"B,C,W"
7273,7272,21077.0,0,4,45.1,"B,C,W"
2140,2025,21075.0,0,5,44.8,"B,C,W"
7269,7265,21073.0,0,5,36.7,"B,C,W"
2975,7268,21071.0,0,4,54.0,"B,C,W"
7270,2521,21069.0,0,5,34.5,"B,C,W"
2149,7271,21067.0,0,4,54.2,"B,C,W"
7270,2522,21065.0,0,3,62.2,"B,C,W"
2149,7270,21063.0,0,4,55.8,"B,C,W"
1206,7269,21061.0,0,5,35.0,"B,C,W"
2757,7265,21059.0,0,5,44.2,"B,C,W"
7267,7265,21057.0,0,5,44.7,"B,C,W"
5116,1219,21055.0,0,4,46.3,"B,C,W"
715,2758,21053.0,0,5,30.0,"B,C,W"
7268,7267,21051.0,0,5,44.1,"B,C,W"
7266,7265,21049.0,0,5,34.0,"B,C,W"
2791,4873,21047.0,0,5,44.2,"B,C,W"
5116,2207,21045.0,0,5,35.6,"B,C,W"
5107,7259,20993.0,0,5,39.6,"B,C,W"
7259,5113,20991.0,0,3,56.2,"B,C,W"
7257,7259,20989.0,0,3,61.2,"B,C,W"
5109,2189,20973.0,0,5,34.9,"B,C,W"
5106,5109,20969.0,0,5,37.7,"B,C,W"
7255,7257,20965.0,0,4,48.0,"B,C,W"
7256,7255,20961.0,0,4,45.2,"B,C,W"
7128,5961,18037.0,0,5,31.9,"B,C,W"
926,2520,17817.0,0,5,44.0,"B,C,W"
4371,7040,17689.0,0,4,54.2,"B,C,W"
7040,7038,1961.0,0,4,54.0,"B,C,W"
1280,1446,15561.0,1,1,81.9,"B,C,W"
1188,6014,15559.0,1,1,89.1,"B,C,W"
2561,4573,15415.0,1,1,93.2,"B,C,W"
3808,3807,15411.0,0,4,54.0,"B,C,W"
5957,2852,15409.0,0,5,44.4,"B,C,W"
3812,5188,15407.0,0,4,45.5,"B,C,W"
5189,5193,12963.0,0,4,45.4,"B,C,W"
4135,3831,15117.0,0,4,46.9,"B,C,W"
5733,1108,20321.0,0,5,41.9,"B,C,W"
5188,2853,14703.0,0,5,39.1,"B,C,W"
2454,165,14589.0,0,5,39.95,"B,C,W"
3932,3931,14285.0,0,5,41.4,"B,C,W"
5189,5188,12959.0,0,5,40.9,"B,C,W"
1220,2208,12781.0,0,4,46.0,"B,C,W"
5116,1336,20181.0,0,4,53.8,"B,C,W"
1142,1144,12777.0,0,5,41.2,"B,C,W"
5115,3931,12775.0,0,5,44.2,"B,C,W"
